champ_name,apc_route,apc_direction,stop_sequence,stop_location,match_location,segment_number,start_or_end,updated_segment_number
MUN14SHORTI,14,INBOUND,11,Murray/Bosworth/Mission,NA,NA,NA,Missing
MUN14SHORTI,14,INBOUND,12,Mission/Richland,NA,NA,NA,Missing
MUN14SHORTI,14,INBOUND,13,Leese/Mission/Highland,NA,NA,NA,Missing
MUN14SHORTI,14,INBOUND,14,Appleton/Mission,NA,NA,NA,Missing
MUN14SHORTI,14,INBOUND,15,Cortland/Mission,Mission & Cortland,3,Start,3
MUN14SHORTI,14,INBOUND,16,30th/Mission,Mission & 30th,2,End,2
MUN14SHORTI,14,INBOUND,17,29th/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,18,Fair/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,19,Mission/Coso,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,20,26th/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,21,24th/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,22,Mission/23rd,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,23,22nd/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,24,Mission/21st,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,25,Mission/20th,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,26,Mission/19th,Mission & 13th,1,End,1
MUN14SHORTI,14,INBOUND,27,Mission/18th,NA,NA,NA,1
MUN14SHORTI,14,INBOUND,28,Mission/16th,NA,NA,NA,1
MUN14SHORTI,14,INBOUND,29,15th/Mission,NA,NA,NA,1
MUN14SHORTI,14,INBOUND,30,14th/Mission,Mission & 14th,2,Start,2
MUN14SHORTI,14,INBOUND,31,Duboce/Mission/Otis,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,32,12th/Mission/Otis/South Van Ness,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,33,Mission/11th,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,34,Mission/9th,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,35,8th/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,36,Mission/7th,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,37,6th/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,38,5th/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,39,Mission/4th,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,40,3rd/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,41,Mission/2nd,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,42,Fremont/Mission,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,43,Main/Market,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,44,Steuart/Market,NA,NA,NA,2
MUN14SHORTI,14,INBOUND,45,Mission/Steuart,Steuart & Mission,1,Start,1
MUN14SHORTO,14,OUTBOUND,0,Mission/Steuart,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,3,Mission/1st,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,4,Mission/2nd,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,5,3rd/Mission,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,6,Mission/4th,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,7,5th/Mission,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,8,6th/Mission,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,9,Mission/7th,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,10,8th/Mission,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,11,Mission/9th,NA,NA,NA,Missing
MUN14SHORTO,14,OUTBOUND,12,Mission/11th,Mission & 13th,1,End,1
MUN14SHORTO,14,OUTBOUND,13,12th/Mission/Otis/South Van Ness,NA,NA,NA,1
MUN14SHORTO,14,OUTBOUND,14,Otis/Duboce/McCoppin,NA,NA,NA,1
MUN14SHORTO,14,OUTBOUND,15,14th/Mission,Mission & 14th,2,Start,2
MUN14SHORTO,14,OUTBOUND,16,15th/Mission,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,17,Mission/16th,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,18,Mission/18th,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,19,Mission/19th,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,20,Mission/20th,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,21,Mission/21st,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,22,22nd/Mission,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,23,Mission/23rd,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,24,24th/Mission,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,25,26th/Mission,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,26,Mission/Coso,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,27,Valencia/Mission,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,28,29th/Mission,NA,NA,NA,2
MUN14SHORTO,14,OUTBOUND,29,30th/Mission,Mission & 30th,2,End,2
MUN14SHORTO,14,OUTBOUND,30,Cortland/Mission,Mission & Cortland,3,Start,3
MUN14SHORTO,14,OUTBOUND,31,Appleton/Mission,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,32,Leese/Mission/Highland,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,33,Mission/Richland,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,34,Murray/Bosworth/Mission,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,36,Mission/Trumbull,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,37,Silver/Mission,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,38,Francis/Mission,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,39,Norton/Mission,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,40,Ruth/Mission,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,41,Mission/Onondaga,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,42,Mission/Italy,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,43,Mission/Geneva,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,44,Mission/Mount Vernon,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,45,Mission/Foote,NA,NA,NA,3
MUN14SHORTO,14,OUTBOUND,46,Lowell/Mission,NA,NA,NA,3
MUN14XI,14X,INBOUND,4,Sickles/Mission/Acton,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,5,Oliver/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,6,Morse/Whittier/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,7,Lowell/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,8,Guttenberg/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,9,Allison/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,10,Mission/Geneva,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,11,Mission/Italy,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,12,Mission/Russia,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,13,Persia/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,14,Mission/Brazil,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,15,Mission/Excelsior,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,16,Silver/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,18,Trumbull/Congdon,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,19,Cambridge/Trumbull/Stoneybrook,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,20,6th/Bryant,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,21,6th/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,22,5th/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,23,Mission/4th,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,24,3rd/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,25,Mission/2nd,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,26,Fremont/Mission,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,27,Main/Market,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,28,Steuart/Market,NA,NA,NA,Missing
MUN14XI,14X,INBOUND,29,Mission/Spear,Mission & Spear,1,Start,1
MUN14XO,14X,OUTBOUND,0,Mission/Spear,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,4,3rd/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,7,6th/Harrison,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,8,Ellsworth/I-280 S Off-ramp/Alemany/I-280 S On-ramp,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,9,Trumbull/Congdon,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,10,Mission/Trumbull,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,11,Silver/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,12,Francis/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,13,Norton/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,14,Ruth/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,15,Mission/Onondaga,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,16,Mission/Italy,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,17,Mission/Geneva,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,18,Mission/Mount Vernon,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,19,Mission/Foote,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,20,Lowell/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,21,Morse/Whittier/Mission,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,22,Mission/Lawrence,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,23,Sickles/Mission/Acton,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,24,Goethe/Mission/Evergreen,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,25,San Jose/Flournoy,NA,NA,NA,Missing
MUN14XO,14X,OUTBOUND,26, / ,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,0,48th/Ortega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,1,47th/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,2,Noriega/46th,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,3,45th/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,4,Noriega/43rd,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,5,41st/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,6,39th/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,7,Sunset/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,8,Noriega/34th,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,9,Noriega/31st,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,10,29th/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,11,27th/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,12,Noriega/25th,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,13,22nd/Noriega,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,14,22nd/Moraga,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,15,22nd/Lawton,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,16,22nd/Kirkham,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,17,22nd/Judah,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,18,22nd/Irving,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,19,22nd/Lincoln,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,20,Lincoln/21st,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,21,Lincoln/19th,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,23,15th/Lincoln,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,24,Funston/Lincoln,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,26,Lincoln/9th,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,27,Oak/Franklin,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,28,Van Ness/Golden Gate,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,29,Polk/Golden Gate,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,30,Hyde/Golden Gate,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,31,Jones/Golden Gate,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,32,Turk/Mason/Market,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,33,Powell/Market,NA,NA,NA,Missing
MUN16XI,16X,INBOUND,34,Stockton/4th/Market/Ellis,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,0,Cyril Magnin/Eddy,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,3,Turk/Jones,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,5,Hyde/Turk,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,6,Turk/Larkin,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,7,Turk/Polk,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,8,Turk/Van Ness,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,9,Gough/Fell,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,10,Lincoln/9th,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,12,Funston/Lincoln,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,13,15th/Lincoln,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,15,Lincoln/19th,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,16,Lincoln/21st,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,17,Lincoln/23rd,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,18,23rd/Irving,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,19,23rd/Judah,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,20,23rd/Kirkham,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,21,23rd/Lawton,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,22,Moraga/23rd,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,23,23rd/Noriega,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,24,Noriega/25th,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,25,28th/Noriega,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,26,Noriega/31st,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,27,Noriega/34th,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,28,Sunset/Noriega,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,29,38th/Noriega,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,32,44th/Noriega,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,33,Noriega/46th,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,34,48th/Noriega,NA,NA,NA,Missing
MUN16XO,16X,OUTBOUND,35,48th/Ortega,NA,NA,NA,Missing
MUN17I,17,INBOUND,0,Arballo/Acevedo,NA,NA,NA,Missing
MUN17I,17,INBOUND,2,Arballo/Gonzalez,NA,NA,NA,Missing
MUN17I,17,INBOUND,5,Garces/Grijalva,NA,NA,NA,Missing
MUN17I,17,INBOUND,6,Garces/Gonzalez,NA,NA,NA,Missing
MUN17I,17,INBOUND,8,Font/Gonzalez,NA,NA,NA,Missing
MUN17I,17,INBOUND,9,Cambon/Font,NA,NA,NA,Missing
MUN17I,17,INBOUND,11,Cambon/Font,NA,NA,NA,Missing
MUN17I,17,INBOUND,13,Cardenas/Gonzalez,NA,NA,NA,Missing
MUN17I,17,INBOUND,14,Crespi/19th,NA,NA,NA,Missing
MUN17I,17,INBOUND,15,Holloway/19th,NA,NA,NA,Missing
MUN17I,17,INBOUND,16,Winston/20th,NA,NA,NA,Missing
MUN17I,17,INBOUND,17,Winston/Buckingham,NA,NA,NA,Missing
MUN17I,17,INBOUND,19,Buckingham,NA,NA,NA,Missing
MUN17I,17,INBOUND,24,Eucalyptus/19th,NA,NA,NA,Missing
MUN17I,17,INBOUND,25,Ocean/Eucalyptus/Junipero Serra,NA,NA,NA,Missing
MUN17I,17,INBOUND,26,West Portal/Portola/Saint Francis/Junipero Serra/Sloat,NA,NA,NA,Missing
MUN17I,17,INBOUND,27,15th/West Portal,NA,NA,NA,Missing
MUN17I,17,INBOUND,28,14th/West Portal,NA,NA,NA,Missing
MUN17I,17,INBOUND,29,West Portal/Vicente,NA,NA,NA,Missing
MUN17I,17,INBOUND,30,Ulloa/West Portal,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,0,Ulloa/West Portal,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,1,West Portal/Vicente,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,3,15th/West Portal,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,5,Ocean/Eucalyptus/Junipero Serra,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,6,Eucalyptus/19th,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,9,20th/Winston,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,11,Buckingham,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,13,Winston/Buckingham,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,14,Winston/20th,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,15,Holloway/19th,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,16,Crespi,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,19,Cambon/Font,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,21,Cambon/Font,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,23,Juan Bautista/Font,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,24,Juan Bautista/Font,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,25,Font/Serrano,NA,NA,NA,Missing
MUN17O,17,OUTBOUND,29,Arballo/Acevedo,NA,NA,NA,Missing
MUN18I,18,INBOUND,0,19th/Buckingham,NA,NA,NA,Missing
MUN18I,18,INBOUND,2,Winston/Buckingham,NA,NA,NA,Missing
MUN18I,18,INBOUND,3,Winston/Lake Merced,NA,NA,NA,Missing
MUN18I,18,INBOUND,5,Lake Merced/Higuera,NA,NA,NA,Missing
MUN18I,18,INBOUND,8,John Muir/Skyline,NA,NA,NA,Missing
MUN18I,18,INBOUND,11,Lake Merced/Zoo/Skyline,NA,NA,NA,Missing
MUN18I,18,INBOUND,12,39th/Skyline/Sloat,NA,NA,NA,Missing
MUN18I,18,INBOUND,13,41st/Sloat,NA,NA,NA,Missing
MUN18I,18,INBOUND,14,43rd/Sloat,NA,NA,NA,Missing
MUN18I,18,INBOUND,15,45th/Sloat,NA,NA,NA,Missing
MUN18I,18,INBOUND,16,Wawona/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,17,46th/Vicente,NA,NA,NA,Missing
MUN18I,18,INBOUND,18,Ulloa/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,19,Taraval/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,21,46th/Rivera,NA,NA,NA,Missing
MUN18I,18,INBOUND,22,Quintara/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,23,Pacheco/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,24,Ortega/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,25,Noriega/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,26,Moraga/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,27,Lawton/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,28,Kirkham/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,29,Judah/46th,NA,NA,NA,Missing
MUN18I,18,INBOUND,30,46th/Irving,NA,NA,NA,Missing
MUN18I,18,INBOUND,33,Lincoln/Great,NA,NA,NA,Missing
MUN18I,18,INBOUND,34,John F Kennedy/Great,NA,NA,NA,Missing
MUN18I,18,INBOUND,35,La Playa/Fulton,NA,NA,NA,Missing
MUN18I,18,INBOUND,36,Cabrillo/La Playa,NA,NA,NA,Missing
MUN18I,18,INBOUND,37,Cabrillo/47th,NA,NA,NA,Missing
MUN18I,18,INBOUND,38,45th/Cabrillo,NA,NA,NA,Missing
MUN18I,18,INBOUND,39,Balboa/45th,NA,NA,NA,Missing
MUN18I,18,INBOUND,40,Balboa/43rd,NA,NA,NA,Missing
MUN18I,18,INBOUND,41,40th/Balboa,NA,NA,NA,Missing
MUN18I,18,INBOUND,42,Balboa/37th,NA,NA,NA,Missing
MUN18I,18,INBOUND,43,Balboa/34th,NA,NA,NA,Missing
MUN18I,18,INBOUND,44,Balboa/33rd,NA,NA,NA,Missing
MUN18I,18,INBOUND,45,33rd/Anza,NA,NA,NA,Missing
MUN18I,18,INBOUND,46,Geary/33rd,NA,NA,NA,Missing
MUN18I,18,INBOUND,47,33rd/Clement,NA,NA,NA,Missing
MUN18I,18,INBOUND,48,Legion Of Honor/Clement/34th,Legion of Honor,1,Start,1
MUN18I,18,INBOUND,49,Legion Of Honor/El Camino Del Mar,NA,NA,NA,1
MUN18O,18,OUTBOUND,0,Legion Of Honor/El Camino Del Mar,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,2,33rd/Clement,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,3,Geary/33rd,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,4,33rd/Anza,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,5,Balboa/33rd,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,7,Balboa/37th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,8,40th/Balboa,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,9,Balboa/43rd,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,11,45th/Cabrillo,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,12,Cabrillo/47th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,13,Cabrillo/La Playa,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,15,John F Kennedy/Great,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,18,46th/Irving,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,19,Judah/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,20,Kirkham/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,21,Lawton/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,22,Moraga/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,23,Noriega/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,24,Ortega/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,25,Pacheco/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,26,Quintara/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,27,46th/Rivera,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,29,Taraval/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,30,Ulloa/46th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,31,46th/Vicente,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,33,47th/Wawona,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,34,47th/Sloat,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,35,45th/Sloat,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,36,43rd/Sloat,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,37,41st/Sloat,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,38,39th/Skyline/Sloat,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,39,Lake Merced/Zoo/Skyline,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,42,John Muir/Skyline,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,43,Lake Merced Hill/Lake Merced,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,45,Lake Merced/Higuera,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,46,Lake Merced/Font,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,47,Winston/Lake Merced,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,48,Winston/Buckingham,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,49,Winston/20th,NA,NA,NA,Missing
MUN18O,18,OUTBOUND,50,19th/Buckingham,NA,NA,NA,Missing
MUN19I,19,INBOUND,0,Galvez/Horne,NA,NA,NA,Missing
MUN19I,19,INBOUND,6,Hare/Middle Point,NA,NA,NA,Missing
MUN19I,19,INBOUND,7,West Point/Middle Point,NA,NA,NA,Missing
MUN19I,19,INBOUND,10,Evans/Keith/Mendell,NA,NA,NA,Missing
MUN19I,19,INBOUND,11,Evans/Mendell,NA,NA,NA,Missing
MUN19I,19,INBOUND,12,Evans/Newhall,NA,NA,NA,Missing
MUN19I,19,INBOUND,13,Evans/Phelps,NA,NA,NA,Missing
MUN19I,19,INBOUND,14,Evans/Quint,NA,NA,NA,Missing
MUN19I,19,INBOUND,16,Evans/Toland/Napoleon,NA,NA,NA,Missing
MUN19I,19,INBOUND,18,Army/Connecticut,NA,NA,NA,Missing
MUN19I,19,INBOUND,19,26th/Connecticut,NA,NA,NA,Missing
MUN19I,19,INBOUND,20,Connecticut/25th,NA,NA,NA,Missing
MUN19I,19,INBOUND,23,Wisconsin/25th,NA,NA,NA,Missing
MUN19I,19,INBOUND,27,26th/Kansas,NA,NA,NA,Missing
MUN19I,19,INBOUND,28,Kansas/25th,NA,NA,NA,Missing
MUN19I,19,INBOUND,29,23rd/Kansas,NA,NA,NA,Missing
MUN19I,19,INBOUND,30,Rhode Island/23rd,NA,NA,NA,Missing
MUN19I,19,INBOUND,32,22nd/De Haro,NA,NA,NA,Missing
MUN19I,19,INBOUND,33,Southern Heights/De Haro,NA,NA,NA,Missing
MUN19I,19,INBOUND,34,De Haro/20th,NA,NA,NA,Missing
MUN19I,19,INBOUND,35,De Haro/19th,NA,NA,NA,Missing
MUN19I,19,INBOUND,36,De Haro/18th,NA,NA,NA,Missing
MUN19I,19,INBOUND,37,Mariposa/De Haro,NA,NA,NA,Missing
MUN19I,19,INBOUND,38,De Haro/17th,NA,NA,NA,Missing
MUN19I,19,INBOUND,39,De Haro/16th,NA,NA,NA,Missing
MUN19I,19,INBOUND,40,Rhode Island/16th,NA,NA,NA,Missing
MUN19I,19,INBOUND,41,15th/Rhode Island,NA,NA,NA,Missing
MUN19I,19,INBOUND,42,Rhode Island/Alameda,NA,NA,NA,Missing
MUN19I,19,INBOUND,43,Division/Henry Adams,NA,NA,NA,Missing
MUN19I,19,INBOUND,44,Townsend/7th,NA,NA,NA,Missing
MUN19I,19,INBOUND,45,Brannan/7th,NA,NA,NA,Missing
MUN19I,19,INBOUND,46,Bryant/I-80 E Off-ramp/7th,NA,NA,NA,Missing
MUN19I,19,INBOUND,47,7th/Harrison,NA,NA,NA,Missing
MUN19I,19,INBOUND,48,Folsom/7th,NA,NA,NA,Missing
MUN19I,19,INBOUND,49,7th/Howard,NA,NA,NA,Missing
MUN19I,19,INBOUND,50,Mission/7th,7th/8th & Mission,2,Start,2
MUN19I,19,INBOUND,51,7th/Market,7th/8th &Market,1,End,1
MUN19I,19,INBOUND,52,Hyde/8th/Market/Grove,NA,NA,NA,1
